,date,title,summary
0,2021.05.10.,‘공매도 재개’ 1.2조 팔아치운 外人 ‘배터리·철강株’는 꾸준히 담았다,"오히려 석유화학, 첨단소재, 바이오 부문에 대한 투자가 확대될 것”이라고 진단했다. 키움증권은... 김현욱 신한금융투자 연구원은 “중국 철강 재고가 감소세를 이어가는 덕에 포스코는 올해 매출은 15% 증가한..."
1,2021.05.10.,사이버 공격에 美 최대 송유관 ‘셧다운’…바이든 ‘비상사태’ 선언...유가...,정제 석유 제품의 즉각적인 운송을 필요로 하는 곳에 대한 필수적인 구호 조치를 제공할 것”이라고 밝혔다.... 미국 유가정보서비스(OPIS)의 톰 클로자 수석 분석가는 “주요 공항들이 3~5일 정도의 항공유 재고만을...
2,2021.05.10.,허태수의 '혁신 GS號' 1분기 계열사 선전에 웃었다,"코로나19 여파로 글로벌 석유 수요가 급감하며 지난해 길고 어두운 터널을 지났던 GS칼텍스가 흑자를 내며 전체 그룹 실적을 견인했다. GS그룹 관계자는 ""유가가 상승하면서 GS칼텍스에 재고평가 이익이 발생했다""며..."
3,2021.05.10.,"'에너지 자회사의 힘' GS, 흑자전환 성공",코로나19로 글로벌 석유 수요가 줄어 지난해 타격이 컸던 GS칼텍스는 올해 유가 상승으로 재고자산 평가이익이 발생한 데다 석유화학·윤활유 부문 영업이익이 두 배가량 증가해 실적 상승을 이끌었다. GS칼텍스...
4,2021.05.10.,기름값 오르니 GS 영업익 '활활',"GS 관계자는 ""1분기 실적이 전년 동기 및 전 분기 대비 크게 개선됐다""며 ""GS칼텍스는 유가 상승에 따른 재고 관련 이익과 석유화학 제품 및 윤활기유 스프레드(제품 가격과 원재료 간 차이) 개선으로 호실적을..."
5,2021.05.10.,"사흘째 멈춘 美송유관… 바이든, 18개 지역 비상사태 선언",이미 동부 지역에 본격적인 여름 드라이빙 시즌에 대비한 석유 재고가 준비되어 있으며 5~6일 주기로 다시 채워진다고 지적했다. 그러나 송유관 정지 사태가 5일 이상 길어진다면 동부 지역의 일반 주유소부터 재고가...
6,2021.05.10.,美송유관 중단… 휘발유 공급난 불가피,"운영 중단된 송유관은 미 동부에서 소비되는 석유류 운송의 45%를 담당하고 있다. 통상 미국에서는 6~8월이... 정유업계 관계자는 ""최근 미국 휘발유 재고가 낮은 편인데, 이는 수요가 높다는 뜻""이라며 ""지켜봐야겠지만..."
7,2021.05.10.,"GS 영업익 7,000억...전망치 46% 뛰어넘어","GS 관계자는 “(정유 시황 회복으로) GS칼텍스의 재고 관련 이익, 석유화학 제품 및 윤활기유의 스프레드가 개선됐다”며 “발전 자회사들의 실적이 전반적으로 나아진 것도 양호한 실적을 낸 배경”이라고..."
8,2021.05.10.,"회복 신호탄 쏜 정유업계, 1분기에만 영업익 2조원대 기대",지난해 코로나19 여파에 따른 석유제품 수요 감소로 인해 조(兆) 단위 손실을 낸 정유업계가 회복의... 정유업계 실적 개선의 가장 큰 요인으로 국제 유가 상승에 따른 재고 평가이익 상승이 꼽힌다. 정유사는 일정...
9,2021.05.11.,"美, 최대 송유관 가동 중단에 ‘비상사태’ 선포",송유관 운영이 중단된 이들 지역에서 휘발유 등 석유화학제품 운송 차량의 운행 시간 제한을 일시적으로... 주유소부터 재고 부족 사태가 벌어질 것이라고 전했다. 영국 BBC는 “사태가 장기화되면 유가에 악영향을 미칠...
