,date,title,summary
0,"December 20, 2020",Iraq devalues currency by a fifth as oil-price collapse hits,...Iraq has devalued its local currency by a fifth as it battles a deep financial crisis triggered by the collapse in the global oil price...
1,"January 5, 2021",Saudis pledge to cut oil output despite Russian increases,...to restore ties with Qatar after more than three years of disunity.Oil prices jumped as much as 5 per cent with Brent crude reaching...
2,"January 4, 2021",Saudi Arabia warns oil producers over fragile market,"...accelerate”. This, he said, might pave the way for a recovery in oil production. Oil prices retreated from earlier highs as the ministerial meeting got..."
3,"January 3, 2021",Iraq boosts coffers by $2bn in Chinese prepaid oil deal,"...The Chinese company “basically have locked on a price in a low-price cycle, and as you can see, the oil price is going up..."
4,"January 3, 2021",Default warning as US energy sector’s financial woes persist,...Defaults by US oil and gas producers are set to outstrip all other sectors again in 2021 as an industry battered by this year’s...
5,"January 1, 2021",US oil industry awaits new era under Biden,"...with too high an oil price or too low an oil price,” she added. “We’re still the Goldilocks leader when it comes to oil.”..."
6,"December 23, 2020",Treasuries under pressure as traders look past Trump stimulus pushback,"...cent.The gains were broad, with shares of banks climbing as the price of US Treasuries slipped. The yield on the 10-year Treasury note..."
7,"December 16, 2020",Russia’s biggest retailers cap food prices after Kremlin intervention,...price rises to “a minimum or zero”.Russia moved to temporarily limit prices on sugar and sunflower oil this week after Mr Putin said the...
8,"December 15, 2020",BP’s former finance chief poised for Ineos role,"...to recovery after the 2010 Deepwater Horizon disaster, cause of the biggest oil spill in history, and also navigate the 2014 oil price crash, which..."
9,"December 10, 2020",Exxon under pressure as Church of England joins investor campaign,"...Exxon has dialled back spending since the pandemic and a Saudi-Russia price war prompted a historic crash, sending US oil prices negative in April..."
10,"December 10, 2020","Nigerian economy at risk of ‘unravelling’, warns World Bank","...the World Bank.Unlike the 2015-16 recession, which also followed an oil price slump, Nigeria cannot afford to just “muddle through”, Mr Chaudhuri said..."
11,"January 8, 2021",UK’s FTSE 100 kicks off 2021 with 6% rally lifted by vaccine hopes,...stock index’s worst year since the financial crisis of 2008.Higher oil prices and the prospect of more economic stimulus across the Atlantic since...
12,"December 18, 2020",Hurricane Energy warns shareholders could be left with ‘no value’,"...The company, which also had to contend with the sharp plunge in oil prices in the first half of the year, did not offer any..."
13,"December 18, 2020",Foreign investors dash into emerging markets at swiftest pace since 2013,"...resurgence in tourism would particularly benefit Turkey, Greece, Thailand and Malaysia. Rising oil prices would be positive for Russia and Brazil, which have underperformed drastically..."
14,"December 17, 2020",Cairn to pay $250m special dividend after sale of Senegal assets,...in a sector that has suffered a difficult 2020.A collapse in oil prices in the first half of the year as the coronavirus pandemic...
15,"December 17, 2020",Investors bet on slow return of dividends after Covid interruption,"...majors BP and Royal Dutch Shell, meanwhile, are dealing with persistently low oil prices and are under intense pressure from investors to speed up investments..."
16,"December 15, 2020","Oil consumption will be ‘lower for longer than expected’, warns IEA",...will probably remain muted as companies keep a tight rein on costs. Oil prices crossed back above $50 a barrel earlier this month for the...
17,"December 22, 2020","Global markets slip, UK coronavirus strain, SoftBank Spac ",...Global stock markets slipped and the price of oil declined on fears over the new strain of coronavirus sweeping through parts of Britain. The FT...
18,"December 17, 2020",EDF workers strike in France as plans to reshape energy group advance,"...reactors during the 1960s and 1970s, in part in response to the oil crisis, which was driving up the price of power.Now it is..."
19,"January 5, 2021",Pemex drains reserves of quick fixes as cash crunch looms,...are needed to the tax structure of the world’s most indebted oil company.Mexico’s state oil company recently cashed in government notes earmarked...
20,"December 28, 2020",LNG price rise improves US export prospects,"...2 degrees Celsius, the consultancy Wood Mackenzie has said. Yet the recent price rally is giving hope to developers vying to agree long-term contracts..."
21,"December 27, 2020",North Dakota’s shale prospects look bleak after the gold rush,"...seen,” said Mr Hacker, now chief executive of Nodak Oilfield Services.The price crash triggered by the pandemic has been brutal for the oil industry..."
22,"December 23, 2020",India told to pay Cairn Energy $1.2bn in tax dispute,...India must pay UK oil and gas explorer Cairn Energy at least $1.2bn after New Delhi lost one of the country’s longest and...
23,"December 22, 2020",UK Oil & Gas wins dispute with climate activist ,"...UK Oil & Gas has won a legal challenge brought by a climate activist in the High Court, pushing its share price up sharply on Tuesday..."
24,"December 21, 2020",Shell to take further writedown after bruising year,"...Royal Dutch Shell will slash billions of dollars from the value of its assets, underlining how the blow to oil demand from the pandemic and..."
25,"December 14, 2020",Capita sells education arm to strengthen finances  ,"...Capita, one of the UK government’s biggest contractors, has sold its education software business for a lower price than expected as it seeks to strengthen its financial position...."
26,"December 23, 2020",Treasuries under pressure as traders look past Trump stimulus pushback,...Hard-hit energy companies also advanced in tandem with a rise in oil prices....
27,"December 17, 2020",Investors bet on slow return of dividends after Covid interruption,"...British oil majors BP and Royal Dutch Shell, meanwhile, are dealing with persistently low oil prices and are under intense pressure from investors to speed up investments into renewable energy...."
28,"January 3, 2021",Christine Lagarde expected to make ECB a climate change pioneer,"...Environmental campaigners have criticised the ECB’s €248bn corporate bond purchases for reinforcing the market’s bias in favour of heavy carbon emitters such as oil and gas companies, utilities and airlines..."
29,"December 17, 2020",EDF workers strike in France as plans to reshape energy group advance,"...EDF, which was founded after the second world war, began building its 58 nuclear reactors during the 1960s and 1970s, in part in response to the oil crisis, which was driving up the price of power...."
30,"January 10, 2021",Appian raises $775m for its second private equity mining fund,"...“We’ve been able to attract a lot of investors that didn’t have metals or mining exposure previously,” he said, adding that it had benefited from cash exiting oil and gas funds...."
31,"December 11, 2020",Investment 2021: prospects and pitfalls in a post-pandemic world,"...They could take the dividends for the next 10 years and hope for another oil “mini-shock” to boost crude prices, especially as little investment is now going into developing supplies.Will ultra-cheap money..."
32,"January 1, 2021",US stocks end tumultuous year at record high ,"...After the worst oil crash in decades earlier this year, the US benchmark West Texas Intermediate ended 2020 at $48.52 a barrel, down 21 per cent since the start of the year but just above the price needed..."
33,"December 15, 2020",Fed joins central bankers backing Paris climate goals,...Ms Lagarde has said central bankers should “ask themselves” if they are taking “excessive risk” by trusting investors to price environmental issues....
