,date,title,summary
0,"February 25th, 2018",The Venezuelan oil industry is on a cliff’s edge. Trump could tip it over.,"The country was once the Saudi Arabia of South America, but its oil output is drying up."
1,"February 13th, 2018","Venezuela’s economy is so bad, parents are leaving their children at orphanages","Sometimes, abandonment is the only way to ensure they are fed."
2,"February 20th, 2018",Underpaid Venezuelans skipping out on work to make ends meet,"On many days, Ramon Medina has no choice but to skip work to make ends meet."
3,"March 7th, 2018",Syrian rebels are using the Turkish offensive to take revenge against Kurds,"A scramble for territory has pitted the rebels against Kurdish fighters, and both sides have traded accusations of war crimes."
4,"February 21st, 2018",More big parties join Venezuela ballot boycott: official,"Venezuelan’s major opposition groups edged closer Tuesday to an all-out boycott of an upcoming presidential election, warning the vote won’t be free or fair."
5,"March 8th, 2018",Carl Icahn denies he knew about Trump’s steel tariff announcement before dumping stocks,The billionaire activist-investor said recent speculation about the timing of his sale of stocks in a crane manufacturing company “calls for a response.” 
6,"March 3rd, 2018","Shortly before Trump announced tariffs, his former adviser dumped millions in steel-related stocks","Carl Icahn sold his $31.3 million stake in the Manitowoc Company, a leading manufacturer of cranes. Since Trump’s announcement, Manitowoc’s stock has plummeted."
7,"March 8th, 2018","Over four decades, Trump’s one solid stance: A hard line on trade",A president whose positions change frequently has consistently railed against countries he says are taking American jobs.
8,"February 20th, 2018",Why Trump might bend nuclear security rules to help Saudi Arabia build reactors in the desert,Trump faces choice between promoting U.S. companies and fighting nuclear proliferation.
9,"March 4th, 2018",Trump vows to strike back at European leaders who warned of retaliation for his tariffs,Canada and Germany are among countries to speak out against the president’s proposals for aluminum and steel.
10,"February 26th, 2018","Analysis | Bitcoin, move over. There’s a new cryptocurrency in town: The petro.",Four things you need to know about Venezuela's latest attempt to rescue its economy. 
11,"March 5th, 2018",Trump trade adviser says no exceptions for allies on new aluminum and steel tariffs,"Peter Navarro also insisted that other countries won't retaliate in a way that hurts U.S. consumers, dismissing the concerns of many economists and some GOP lawmakers."
12,"March 2nd, 2018","Analysis | Trump’s tumultuous Cabinet, ranked",The melodramatic White House masks how turbulent the rest of Trump's administration is.
13,"March 6th, 2018",Zinke suddenly pulls land in home state of Montana from oil and gas lease sale,"In the face of environmentalists’ protests, Interior Secretary Ryan Zinke said more study is needed."
14,"March 7th, 2018",Analysis | This is what helps stop big corporations from bribing politicians,The OECD's Anti-Bribery Convention has teeth.
15,"March 4th, 2018",‘Pure madness’: Dark days inside the White House as Trump shocks and rages,"The president has fumed about news coverage of scandals and remains furious with his attorney general, while friends worry that he is becoming too isolated."
16,"February 25th, 2018","Analysis | Read the Democratic rebuttal to the Nunes memo, annotated","The full memo, with highlights."
