,date,title,summary
0,"April 7th, 2018",The man who’s betting he will be Venezuela’s next president — if he can get people to vote,"Henri Falcón is leading in the polls against Maduro, but his disillusioned supporters may not bother turning out."
1,"April 5th, 2018",Brazil’s Supreme Court rules Lula must face jail time before continuing appeal,"In Brasilia, his supporters overran police barricades and surrounded the Supreme Court."
2,"April 3rd, 2018","In lopsided election win, Egypt’s president Sissi tightens grip and stirs resentment","Sissi won 97 percent of all valid votes in his reelection, the country’s election commission says."
3,"March 26th, 2018","Stop and search? This poor community in Rio says yes, please. ",Urban crime is so bad in Brazil that they’re calling in the military.
4,"April 6th, 2018","With ISIS striking back in Syria, a U.S. withdrawal would be a ‘disaster,’ Kurds warn","It will take years to defeat the Islamic State, say Kurds alarmed by Trump’s talk of a swift withdrawal."
5,"March 13th, 2018",This Trump fan would like to ‘buy American.’ So why doesn’t he?,Shifts in the domestic steel industry have forced some U.S. companies to shop overseas — and they could be hit hard by new tariffs.
6,"March 21st, 2018",‘I’m a healer now’: Ex-NFLer Ricky Williams gets into the marijuana business,Maybe the former running back was just ahead of his time.
7,"March 15th, 2018",Saudi crown prince faces battle royal in wooing U.S. investors to the kingdom,Trump bragged about Saudi deals. They did not materialize. Now the ambitious heir to the throne is arriving to meet with investors.
8,"April 5th, 2018",Analysis | Why Putin’s oil maneuvers will keep Russia in the Middle East,"With more Russian oil heading to China, Putin doesn't have many other options."
9,"March 26th, 2018",Why Republicans are now bragging about their investments in education,They’ve changed their tune in response to a backlash after years of tight budgets and a focus on tax cuts.
10,"April 10th, 2018",Analysis | Trump’s new rebuke of Vladimir Putin is unprecedented,"Trump has never been this full-throated about Putin, often preferring to play to good cop to his administration's bad cop."
11,"April 9th, 2018","Analysis | Two Trump speeches, two dozen dubious claims","The president seems to enjoy going off-script, and perhaps as a result, we have a lot to unpack."
12,"April 4th, 2018","Analysis | On one hand, Pruitt is a huge ethical headache. On the other, he’s doing exactly what Trump wants.",Pruitt's headlines on Tuesday reflect Trump's conundrum.
13,"March 16th, 2018",Analysis | Here’s why Trump keeps saying — wrongly — the U.S. has a trade deficit with Canada,The president keeps claiming that the U.S. has a trade deficit with Canada. But government data says he's wrong. 
14,"March 14th, 2018",‘It was a different mind-set’: How Trump soured on Tillerson as his top diplomat,"The president dumps his secretary of state via Twitter, ending a 14-month relationship defined by mutual animosity and frustration."
15,"March 13th, 2018","Trump ousts Tillerson, will replace him as secretary of state with CIA chief Pompeo",The move brings major changes as the United States deals with delicate foreign policy efforts such as possible outreach to North Korea.
