,date,WTI,Brent,Dubai
5,2017-12-22,58.47,65.25,62.37
6,2017-12-21,58.36,64.90,62.17
7,2017-12-20,58.09,64.56,61.60
8,2017-12-19,57.46,63.80,61.40
9,2017-12-18,57.16,63.41,61.28
10,2017-12-15,57.30,63.23,61.18
11,2017-12-14,57.04,63.31,60.23
12,2017-12-13,56.60,62.44,61.33
13,2017-12-12,57.14,63.34,62.52
14,2017-12-11,57.99,64.69,60.96
15,2017-12-08,57.36,63.40,60.26
16,2017-12-07,56.69,62.20,59.43
17,2017-12-06,55.96,61.22,60.72
18,2017-12-05,57.62,62.86,60.22
19,2017-12-04,57.47,62.45,60.99
20,2017-12-01,58.36,63.73,60.80
1,2017-11-30,57.40,63.57,60.82
2,2017-11-29,57.30,63.11,60.97
3,2017-11-28,57.99,63.61,61.25
4,2017-11-27,58.11,63.84,61.50
5,2017-11-24,58.95,63.86,61.62
6,2017-11-23,N.A,63.55,61.13
7,2017-11-22,58.02,63.32,61.12
8,2017-11-21,56.83,62.57,60.48
9,2017-11-20,56.09,62.22,60.68
10,2017-11-17,56.55,62.72,59.66
11,2017-11-16,55.14,61.36,60.29
12,2017-11-15,55.33,61.87,60.04
13,2017-11-14,55.70,62.21,61.25
14,2017-11-13,56.76,63.16,61.63
15,2017-11-10,56.74,63.52,62.06
16,2017-11-09,57.17,63.93,61.61
17,2017-11-08,56.81,63.49,61.80
18,2017-11-07,57.20,63.69,62.39
19,2017-11-06,57.35,64.27,60.58
20,2017-11-03,55.64,62.07,58.93
21,2017-11-02,54.54,60.62,58.58
22,2017-11-01,54.30,60.49,59.61
1,2017-10-31,54.38,61.37,58.32
2,2017-10-30,54.15,60.90,58.33
3,2017-10-27,53.90,60.44,57.00
4,2017-10-26,52.64,59.30,56.21
5,2017-10-25,52.18,58.44,56.20
6,2017-10-24,52.47,58.33,55.28
7,2017-10-23,51.90,57.37,55.85
8,2017-10-20,51.47,57.75,55.13
9,2017-10-19,51.29,57.23,55.51
11,2017-10-17,51.88,57.88,56.33
12,2017-10-16,51.87,57.82,55.98
13,2017-10-13,51.45,57.17,55.40
14,2017-10-12,50.60,56.25,54.97
15,2017-10-11,51.30,56.94,54.78
16,2017-10-10,50.92,56.61,54.08
17,2017-10-09,49.58,55.79,53.76
18,2017-10-06,49.29,55.62,55.27
19,2017-10-05,50.79,57.00,54.35
20,2017-10-04,49.98,55.80,53.92
21,2017-10-03,50.42,56.00,54.45
22,2017-10-02,50.58,56.12,55.16
1,2017-09-29,51.67,57.54,55.19
2,2017-09-28,51.56,57.41,55.55
3,2017-09-27,52.14,57.90,55.65
4,2017-09-26,51.88,58.44,56.15
5,2017-09-25,52.22,59.02,54.83
6,2017-09-22,50.66,56.86,54.66
7,2017-09-21,50.55,56.43,54.65
8,2017-09-20,50.41,56.29,53.93
9,2017-09-19,49.48,55.14,54.07
10,2017-09-18,49.91,55.48,54.19
11,2017-09-15,49.89,55.62,53.64
12,2017-09-14,49.89,55.47,53.57
13,2017-09-13,49.30,55.16,52.87
14,2017-09-12,48.23,54.27,52.17
15,2017-09-11,48.07,53.84,52.14
16,2017-09-08,47.48,53.78,53.18
17,2017-09-07,49.09,54.49,52.99
18,2017-09-06,49.16,54.20,52.14
19,2017-09-05,48.66,53.38,51.02
20,2017-09-04,N.A,52.34,50.60
1,2017-08-31,47.23,52.38,49.26
2,2017-08-30,45.96,50.86,49.93
3,2017-08-29,46.44,52.00,50.10
4,2017-08-28,46.57,51.89,50.55
5,2017-08-25,47.87,52.41,50.56
6,2017-08-24,47.43,52.04,50.55
7,2017-08-23,48.41,52.57,49.93
8,2017-08-22,47.64,51.87,49.97
9,2017-08-21,47.37,51.66,50.72
10,2017-08-18,48.51,52.72,49.26
11,2017-08-17,47.09,51.03,48.65
12,2017-08-16,46.78,50.27,49.53
13,2017-08-15,47.55,50.80,49.26
14,2017-08-14,47.59,50.73,50.36
15,2017-08-11,48.82,52.10,49.86
16,2017-08-10,48.59,51.90,51.62
18,2017-08-08,49.17,52.14,51.24
19,2017-08-07,49.39,52.37,50.80
20,2017-08-04,49.58,52.42,50.36
21,2017-08-03,49.03,52.01,50.83
22,2017-08-02,49.59,52.36,50.29
23,2017-08-01,49.16,51.78,51.22
1,2017-07-31,50.17,52.65,50.38
2,2017-07-28,49.71,52.52,49.72
3,2017-07-27,49.04,51.49,49.35
4,2017-07-26,48.75,50.97,49.05
5,2017-07-25,47.89,50.20,47.30
6,2017-07-24,46.34,48.60,46.51
7,2017-07-21,45.77,48.06,48.17
8,2017-07-20,46.79,49.30,48.33
9,2017-07-19,47.12,49.70,47.41
10,2017-07-18,46.40,48.84,47.20
11,2017-07-17,46.02,48.42,47.65
12,2017-07-14,46.54,48.91,46.99
13,2017-07-13,46.08,48.42,46.10
14,2017-07-12,45.49,47.74,46.82
15,2017-07-11,45.04,47.52,45.27
16,2017-07-10,44.40,46.88,45.24
17,2017-07-07,44.23,46.71,46.05
18,2017-07-06,45.52,48.11,47.07
19,2017-07-05,45.13,47.79,48.34
20,2017-07-04,N.A,49.61,48.43
21,2017-07-03,47.07,49.68,47.62
1,2017-06-30,46.04,47.92,46.47
2,2017-06-29,44.93,47.42,46.36
3,2017-06-28,44.74,47.31,45.30
4,2017-06-27,44.24,46.65,45.03
6,2017-06-23,43.01,45.54,44.17
7,2017-06-22,42.74,45.22,43.50
8,2017-06-21,42.53,44.82,44.32
9,2017-06-20,43.23,46.02,45.62
10,2017-06-19,44.20,46.91,45.68
11,2017-06-16,44.74,47.37,45.88
12,2017-06-15,44.46,46.92,45.37
13,2017-06-14,44.73,47.00,46.84
14,2017-06-13,46.46,48.72,47.30
15,2017-06-12,46.08,48.29,47.02
16,2017-06-09,45.83,48.15,46.46
17,2017-06-08,45.64,47.86,47.07
18,2017-06-07,45.72,48.06,48.42
19,2017-06-06,48.19,50.12,47.89
21,2017-06-02,47.66,49.95,48.34
22,2017-06-01,48.36,50.63,50.16
1,2017-05-31,48.32,50.31,50.09
2,2017-05-30,49.66,51.84,50.48
3,2017-05-29,N.A,52.29,50.65
4,2017-05-26,49.80,52.15,50.42
5,2017-05-25,48.90,51.46,52.78
6,2017-05-24,51.36,53.96,53.10
7,2017-05-23,51.47,54.15,52.31
8,2017-05-22,50.73,53.87,52.79
9,2017-05-19,50.33,53.61,51.96
10,2017-05-18,49.35,52.51,51.00
11,2017-05-17,49.07,52.21,50.42
12,2017-05-16,48.66,51.65,51.09
13,2017-05-15,48.85,51.82,50.82
14,2017-05-12,47.84,50.84,49.46
15,2017-05-11,47.83,50.77,49.64
17,2017-05-09,45.88,48.73,48.38
19,2017-05-05,46.22,49.10,47.97
21,2017-05-03,47.82,50.79,49.68
1,2017-04-28,49.33,51.73,50.16
2,2017-04-27,48.97,51.44,50.02
3,2017-04-26,49.62,51.82,50.57
4,2017-04-25,49.56,52.10,50.13
5,2017-04-24,49.23,51.60,50.94
6,2017-04-21,49.62,51.96,51.36
7,2017-04-20,50.27,52.99,51.46
8,2017-04-19,50.44,52.93,53.04
9,2017-04-18,52.41,54.89,53.12
10,2017-04-17,52.65,55.36,53.49
11,2017-04-13,53.18,55.89,54.16
12,2017-04-12,53.11,55.86,54.61
13,2017-04-11,53.40,56.23,54.33
14,2017-04-10,53.08,55.98,53.88
15,2017-04-07,52.24,55.24,53.94
16,2017-04-06,51.70,54.89,52.64
17,2017-04-05,51.15,54.36,52.99
18,2017-04-04,51.03,54.17,51.10
19,2017-04-03,50.24,53.12,51.67
1,2017-03-31,50.60,52.83,50.78
2,2017-03-30,50.35,52.96,50.71
3,2017-03-29,49.51,52.42,50.14
4,2017-03-28,48.37,51.33,49.23
5,2017-03-27,47.73,50.75,48.84
6,2017-03-24,47.97,50.80,48.97
7,2017-03-23,47.70,50.56,49.17
8,2017-03-22,48.04,50.64,49.02
9,2017-03-21,47.34,50.96,50.42
10,2017-03-20,48.22,51.62,50.05
11,2017-03-17,48.78,51.76,50.13
12,2017-03-16,48.75,51.74,50.64
13,2017-03-15,48.86,51.81,50.01
14,2017-03-14,47.72,50.92,49.82
15,2017-03-13,48.40,51.35,50.04
16,2017-03-10,48.49,51.37,51.16
17,2017-03-09,49.28,52.19,52.52
18,2017-03-08,50.28,53.11,54.02
19,2017-03-07,53.14,55.92,54.44
20,2017-03-06,53.20,56.01,53.85
21,2017-03-03,53.33,55.90,53.68
22,2017-03-02,52.61,55.08,54.85
23,2017-03-01,53.83,56.36,55.13
2,2017-02-27,54.05,55.93,55.18
3,2017-02-24,53.99,55.99,54.70
4,2017-02-23,54.45,56.58,54.75
5,2017-02-22,53.59,55.84,54.68
6,2017-02-21,54.06,56.66,54.64
7,2017-02-20,N.A,56.18,54.46
8,2017-02-17,53.40,55.81,54.06
9,2017-02-16,53.36,55.65,53.95
10,2017-02-15,53.11,55.75,54.00
11,2017-02-14,53.20,55.97,54.14
12,2017-02-13,52.93,55.59,54.76
13,2017-02-10,53.86,56.70,53.78
14,2017-02-09,53.00,55.63,53.79
15,2017-02-08,52.34,55.12,53.35
16,2017-02-07,52.17,55.05,54.17
17,2017-02-06,53.01,55.72,55.31
18,2017-02-03,53.83,56.81,55.45
19,2017-02-02,53.54,56.56,54.94
20,2017-02-01,53.88,56.80,53.22
